Time,CER
0.0,2.7048790802978403e-09
0.1,2.0400627634648544e-09
0.2,1.487525517597087e-09
0.30000000000000004,1.0520231069154448e-09
0.4,7.255103869219623e-10
0.5,3.381405081601087e-07
0.6000000000000001,2.3380411008167925e-07
0.7000000000000001,1.7838534870771608e-07
0.8,1.7682355579787152e-07
0.9,9.726015281317643e-08
1.0,4.605240198314339e-08
1.1,3.671839253112785e-08
1.2000000000000002,2.819809338590807e-08
1.3,2.2679995513275966e-08
1.4000000000000001,1.4072319311663974e-08
1.5,1.0637810539274305e-08
1.6,4.426954990415892e-09
1.7000000000000002,2.2692181405317884e-09
1.8,1.2210440446134766e-09
1.9000000000000001,6.78498723195353e-10
2.0,3.9050428793161935e-10
2.1,2.4368977027531365e-10
2.2,1.5024194807939293e-10
2.3000000000000003,9.844781129194607e-14
2.4000000000000004,9.368054076404271e-11
2.5,6.971708167278646e-15
2.6,4.3775433569302305e-15
2.7,2.8580649601041853e-15
2.8000000000000003,1.9437923903552674e-15
2.9000000000000004,1.3800036411874963e-15
3.0,1.0242275827709354e-15
3.1,7.959599995096445e-16
3.2,6.484374648491731e-16
3.3000000000000003,5.54272982503361e-16
3.4000000000000004,4.97458099144917e-16
3.5,4.690016480986045e-16
3.6,4.646234176288888e-16
3.7,4.837061230775117e-16
3.8000000000000003,5.291586024075425e-16
3.9000000000000004,6.081523163072682e-16
4.0,7.339875979428238e-16
4.1000000000000005,9.297718074930661e-16
4.2,1.235285494272973e-15
4.3,1.7198434556036331e-15
4.4,2.5066923086465246e-15
4.5,3.820511374359723e-15
4.6000000000000005,6.079999468607893e-15
4.7,0.0
4.800000000000001,1.7430365393040226e-14
4.9,3.129263205049772e-14
5.0,3.074659187823119e-09
5.1000000000000005,1.1224943568234099e-13
5.2,7.432277585163093e-12
5.300000000000001,7.953558297644414e-12
5.4,8.696176185733591e-12
5.5,9.722993515684673e-12
5.6000000000000005,1.1123016879664309e-11
5.7,1.302046625676402e-11
5.800000000000001,1.5597132820032065e-11
5.9,1.910998596720219e-11
6.0,1.243127502480581e-10
6.1000000000000005,2.8927766464931445e-10
6.2,6.752141547231562e-10
6.300000000000001,5.354331865165294e-11
6.4,7.290135690774114e-11
6.5,8.326497763249443e-09
6.6000000000000005,1.4294186610682115e-10
6.7,2.0545127882963245e-10
6.800000000000001,3.0009983385972e-10
6.9,4.4502284343914393e-10
7.0,6.692533460512688e-10
7.1000000000000005,1.0195051110713433e-09
7.2,1.5714627004361545e-09
7.300000000000001,2.4479278748240566e-09
7.4,3.849020358657223e-09
7.5,3.7983471108710617e-06
7.6000000000000005,4.690977646703646e-06
7.7,5.6785039539161925e-06
7.800000000000001,6.733398061807637e-06
7.9,4.0625292745933763e-08
8.0,0.0
8.1,1.0601870840456574e-07
8.200000000000001,1.7059796949130714e-07
8.3,2.7260211016954304e-07
8.4,6.168483087678262e-05
8.5,7.539128041667089e-05
8.6,9.209895688840408e-05
8.700000000000001,0.00011363285182161911
8.8,0.0001330683021294439
8.9,0.00011902779790660858
9.0,1.2232734000558658e-07
9.1,2.2713258462647383e-07
9.200000000000001,0.00020882695162527317
9.3,0.00023582215872866422
9.4,3.6969366460885326e-08
9.5,0.00018635196987879405
9.600000000000001,0.00018135922313524533
9.700000000000001,2.836010490659463e-07
9.8,2.246305882083825e-07
9.9,0.00027399229555941156
10.0,0.0001959094777278276
10.100000000000001,0.00013548932546672093
10.200000000000001,0.00010006365594999807
10.3,6.200115785451312e-05
10.4,3.940247631665652e-05
10.5,3.108418410130909e-05
10.600000000000001,1.9096879936835823e-05
10.700000000000001,8.691015992474467e-06
10.8,9.059499889833374e-06
10.9,7.3008661104679695e-06
11.0,6.067382311563167e-06
11.100000000000001,4.8129427910587875e-06
11.200000000000001,3.7157883989340496e-06
11.3,2.671555191522098e-06
11.4,2.3662268344518146e-06
11.5,1.9922857869727245e-06
11.600000000000001,6.4303219970769526e-09
11.700000000000001,5.2907353663513275e-09
11.8,4.335465298075951e-09
11.9,3.4760980692564456e-09
12.0,2.704879080478644e-09
12.100000000000001,2.040062763401496e-09
12.200000000000001,1.4875255176587633e-09
12.3,1.0520231068989934e-09
12.4,7.255103869158386e-10
12.5,3.381405081601291e-07
12.600000000000001,2.338041100816706e-07
12.700000000000001,1.7838534870771933e-07
12.8,1.7682355579787282e-07
12.9,9.726015281315966e-08
13.0,4.6052401983142294e-08
13.100000000000001,3.671839253112782e-08
13.200000000000001,2.8198093385908153e-08
13.3,2.2679995513276645e-08
13.4,1.407231931166388e-08
13.5,1.0637810539276512e-08
13.600000000000001,4.426954990416332e-09
13.700000000000001,2.2692181405318558e-09
13.8,1.2210440446133759e-09
13.9,6.784987231953507e-10
14.0,3.9050428793161175e-10
14.100000000000001,2.436897702753054e-10
14.200000000000001,1.5024194807938807e-10
14.3,9.844781129089393e-14
14.4,9.368054076369484e-11
14.5,6.971708173148387e-15
14.600000000000001,4.377543360517825e-15
14.700000000000001,2.8580649602869155e-15
14.8,1.9437923918200582e-15
14.9,1.3800036403639278e-15
15.0,1.0242275821991992e-15
15.100000000000001,7.959599995493645e-16
15.200000000000001,6.484374645427075e-16
15.3,5.542729822669187e-16
15.4,4.974580991631619e-16
15.5,4.690016481135673e-16
15.600000000000001,4.646234177840146e-16
15.700000000000001,4.83706122966904e-16
15.8,5.29158602313905e-16
15.9,6.081523162312438e-16
16.0,7.339875978895436e-16
16.1,9.297718074743798e-16
16.2,1.2352854942689534e-15
16.3,1.7198434555894275e-15
16.400000000000002,2.506692308986974e-15
16.5,3.8205113750717224e-15
16.6,6.0799994700398914e-15
16.7,0.0
16.8,1.743036539879084e-14
16.900000000000002,3.129263204936858e-14
17.0,3.074659187612627e-09
17.1,1.1224943567745076e-13
17.2,7.432277585730178e-12
17.3,7.953558298236987e-12
17.400000000000002,8.696176186361253e-12
17.5,9.722993516359703e-12
17.6,1.1123016880402249e-11
17.7,1.3020466257584379e-11
17.8,1.559713282095754e-11
17.900000000000002,1.9109985968261507e-11
18.0,1.243127503189198e-10
18.1,2.892776648062504e-10
18.2,6.752141550619293e-10
18.3,5.354331865368894e-11
18.400000000000002,7.290135691017407e-11
18.5,8.326497762876241e-09
18.6,1.4294186611019938e-10
18.7,2.054512788334696e-10
18.8,3.0009983386383084e-10
18.900000000000002,4.4502284344296576e-10
19.0,6.692533460536149e-10
19.1,1.0195051110697861e-09
19.200000000000003,1.5714627004851624e-09
19.3,2.447927874795357e-09
19.400000000000002,3.84902035859265e-09
19.5,3.7983471108509764e-06
19.6,4.690977646577306e-06
19.700000000000003,5.678503954073222e-06
19.8,6.733398062062124e-06
19.900000000000002,4.062529275363999e-08
20.0,0.0
20.1,1.0601870839937413e-07
20.200000000000003,1.7059796948225582e-07
20.3,2.726021102409064e-07
20.400000000000002,6.168483087679689e-05
20.5,7.53912804166999e-05
20.6,9.209895688844582e-05
20.700000000000003,0.00011363285182169703
20.8,0.00013306830212946464
20.900000000000002,0.00011902779790649815
21.0,1.2232734001247684e-07
21.1,2.271325846200869e-07
21.200000000000003,0.00020882695162533198
21.3,0.0002358221587288231
21.400000000000002,3.696936643121404e-08
21.5,0.00018635196987877621
21.6,0.00018135922313525517
21.700000000000003,2.8360104906055663e-07
21.8,2.246305882095651e-07
21.900000000000002,0.00027399229555932227
22.0,0.00019590947772809108
22.1,0.00013548932546679704
22.200000000000003,0.00010006365594986351
22.3,6.200115785464973e-05
22.400000000000002,3.940247631670414e-05
22.5,3.108418410100234e-05
22.6,1.909687993679605e-05
22.700000000000003,8.691015992487064e-06
22.8,9.059499889835613e-06
22.900000000000002,7.300866110466262e-06
23.0,6.067382311565223e-06
23.1,4.812942791058562e-06
23.200000000000003,3.7157883989329912e-06
23.3,2.6715551915290218e-06
23.400000000000002,2.366226834453022e-06
23.5,1.9922857869686252e-06
23.6,6.430321996721763e-09
23.700000000000003,5.2907353668437e-09
23.8,4.33546529787358e-09
23.900000000000002,3.476098069112602e-09
24.0,2.7048790803838096e-09
