Time,TER
0.0,0.6723098928494329
0.01,0.672308893501485
0.02,0.6723078907909643
0.03,0.6723068847177921
0.04,0.6723058752818896
0.05,0.6723048624831781
0.06,0.6723038463215786
0.07,0.6723028267970121
0.08,0.6723018039093995
0.09,0.6723007776586617
0.1,0.6722997480447191
0.11,0.6722987150674924
0.12,0.6722976787269018
0.13,0.672296639022868
0.14,0.6722955959553109
0.15,0.6722945495241506
0.16,0.6722934997293072
0.17,0.6722924465707006
0.18,0.6722913900482506
0.19,0.6722903301618768
0.2,0.6722892669114987
0.21,0.672288200297036
0.22,0.6722871303184077
0.23,0.6722860569755332
0.24,0.6722849802683316
0.25,0.6722839001967219
0.26,0.672282816760623
0.27,0.6722817299599536
0.28,0.6722806397946326
0.29,0.6722795462645783
0.3,0.6722784493697094
0.31,0.6722773491099441
0.32,0.6722762454852007
0.33,0.6722751384953974
0.34,0.6722740281404521
0.35,0.6722729144202828
0.36,0.6722717973348071
0.37,0.672270676883943
0.38,0.6722695530676079
0.39,0.6722684258857193
0.4,0.6722672953381945
0.41,0.6722661614249509
0.42,0.6722650241459055
0.43,0.6722638835009754
0.44,0.6722627394900776
0.45,0.6722615921131289
0.46,0.6722604413700459
0.47,0.6722592872607454
0.48,0.6722581297851435
0.49,0.6722569689431569
0.5,0.6722558047347018
0.51,0.6722546371596944
0.52,0.6722534662180506
0.53,0.6722522919096865
0.54,0.6722511142345178
0.55,0.6722499331924602
0.56,0.6722487487834294
0.57,0.672247561007341
0.58,0.6722463698641101
0.59,0.6722451753536522
0.6,0.6722439774758826
0.61,0.672242776230716
0.62,0.6722415716180676
0.63,0.6722403636378521
0.64,0.6722391522899843
0.65,0.6722379375743789
0.66,0.6722367194909502
0.67,0.6722354980396128
0.68,0.672234273220281
0.69,0.6722330450328686
0.7,0.6722318134772901
0.71,0.6722305785534594
0.72,0.6722293402612902
0.73,0.6722280986006964
0.74,0.6722268535715914
0.75,0.672225605173889
0.76,0.6722243534075023
0.77,0.6722230982723448
0.78,0.6722218397683298
0.79,0.6722205778953702
0.8,0.672219312653379
0.81,0.672218044042269
0.82,0.6722167720619531
0.83,0.6722154967123438
0.84,0.6722142179933538
0.85,0.6722129359048954
0.86,0.6722116504468807
0.87,0.6722103616192222
0.88,0.6722090694218319
0.89,0.6722077738546217
0.9,0.6722064749175036
0.91,0.6722051726103894
0.92,0.6722038669331905
0.93,0.6722025578858187
0.94,0.6722012454681854
0.95,0.6721999296802017
0.96,0.6721986105217789
0.97,0.6721972879928281
0.98,0.6721959620932604
0.99,0.6721946328229866
1.0,0.6721933001819175
1.01,0.6721919641699636
1.02,0.6721906247870356
1.03,0.6721892820330438
1.04,0.6721879359078987
1.05,0.6721865864115104
1.06,0.672185233543789
1.07,0.6721838773046446
1.08,0.672182517693987
1.09,0.6721811547117258
1.1,0.6721797883577709
1.11,0.6721784186320319
1.12,0.672177045534418
1.13,0.6721756690648386
1.14,0.672174289223203
1.15,0.6721729060094203
1.16,0.6721715194233994
1.17,0.6721701294650493
1.18,0.6721687361342787
1.19,0.6721673394309964
1.2,0.6721659393551107
1.21,0.6721645359065302
1.22,0.6721631290851633
1.23,0.6721617188909181
1.24,0.6721603053237029
1.25,0.6721588883834254
1.26,0.6721574680699938
1.27,0.6721560443833157
1.28,0.6721546173232987
1.29,0.6721531868898506
1.3,0.6721517530828787
1.31,0.6721503159022902
1.32,0.6721488753479926
1.33,0.6721474314198929
1.34,0.672145984117898
1.35,0.672144533441915
1.36,0.6721430793918507
1.37,0.6721416219676116
1.38,0.6721401611691042
1.39,0.6721386969962351
1.4,0.6721372294489106
1.41,0.672135758527037
1.42,0.6721342842305204
1.43,0.6721328065592665
1.44,0.6721313255131817
1.45,0.6721298410921714
1.46,0.6721283532961415
1.47,0.6721268621249975
1.48,0.6721253675786448
1.49,0.6721238696569888
1.5,0.6721223683599347
1.51,0.6721208636873875
1.52,0.6721193556392525
1.53,0.6721178442154345
1.54,0.6721163294158381
1.55,0.6721148112403682
1.56,0.6721132896889292
1.57,0.6721117647614256
1.58,0.6721102364577618
1.59,0.6721087047778419
1.6,0.6721071697215701
1.61,0.6721056312888506
1.62,0.672104089479587
